ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
7554;-17;0;4;6;13.83;Salsipuedes
7555;271;1;4;7;15.66;Salsipuedes
7556;355;0;4;9;9.91;Salsipuedes
7557;-59;0;7;6;14.41;Salsipuedes
7558;7;0;3;7;9.33;Salsipuedes
7559;23;0;3;5;7.33;Salsipuedes
7560;-157;1;2;5;20.5;Salsipuedes
7561;-14;0;5;6;33.41;Losmochis
7562;655;0;6;4;5.58;Salsipuedes
7563;870;1;4;4;27;Salsipuedes
7564;-4;1;;3;4.75;Salsipuedes
7565;493;0;;;30.08;Salsipuedes
7566;-46;0;5;1;7.33;Macumba
7567;83;0;6;9;10.91;Salsipuedes
7568;69;1;4;1;1.83;Losmochis
7569;-103;0;7;7;27.41;Losmochis
7570;-22;0;3;3;2.16;Salsipuedes
7571;299;0;;;5.66;Salsipuedes
7572;-7;1;1;3;2.66;Salsipuedes
7573;-117;0;5;1;30.08;Salsipuedes
7574;-14;0;3;5;7.83;Losmochis
7575;-19;1;3;9;2.91;Salsipuedes
7576;-29;0;6;4;0.33;Losmochis
7577;-104;1;;;7;Salsipuedes
7578;-117;0;2;1;6.16;Salsipuedes
7579;148;0;4;7;7.5;Salsipuedes
7580;-4;0;1;5;1.41;Losmochis
7581;41;0;7;6;12.66;Losmochis
7582;6;0;6;3;5.75;Salsipuedes
7583;-13;0;2;3;0.58;Macumba
7584;9;0;1;4;0.33;Losmochis
7585;-78;0;3;6;2.33;Salsipuedes
7586;34;0;4;8;8.16;Macumba
7587;-209;1;3;6;16.5;Salsipuedes
7588;11;0;2;3;1.16;Salsipuedes
7589;-14;0;7;4;16.33;Salsipuedes
7590;-115;0;5;5;10.75;Losmochis
7591;-33;0;3;6;4.91;Salsipuedes
7592;14;0;3;5;9.08;Salsipuedes
7593;251;0;6;4;0.83;Macumba
7594;16;0;1;1;1.66;Salsipuedes
7595;-74;1;4;8;11.5;Salsipuedes
7596;-58;0;;;1.16;Macumba
7597;1240;0;4;5;4.75;Losmochis
7598;-30;0;;;7;Macumba
7599;1428;0;3;9;6.08;Salsipuedes
7600;-50;0;1;3;3.66;Salsipuedes
7601;47;0;7;3;1.83;Salsipuedes
7602;24;0;4;3;19.58;Salsipuedes
7603;-36;0;4;6;5.58;Losmochis
7604;-3;0;;5;1.41;Salsipuedes
7605;393;0;4;9;7.91;Salsipuedes
7606;-39;0;5;4;19.83;Salsipuedes
7607;-37;0;;;1.25;Salsipuedes
7608;-35;0;3;9;6.75;Salsipuedes
7609;-17;0;5;6;4.91;Salsipuedes
7610;-34;0;3;6;1;Losmochis
7611;374;0;6;9;16.58;Salsipuedes
7612;3;0;;;9.41;Macumba
7613;314;0;4;4;11.66;Losmochis
7614;605;1;5;8;29.33;Salsipuedes
7615;-25;0;6;6;8.33;Salsipuedes
7616;317;0;5;2;28.41;Salsipuedes
7617;255;0;6;6;9.41;Macumba
7618;-117;0;;;2.25;Salsipuedes
7619;-5;0;5;7;2.33;Macumba
7620;605;0;5;6;25.33;Salsipuedes
7621;-94;0;;;4.33;Salsipuedes
7622;370;1;4;6;10;Salsipuedes
7623;509;0;3;7;11.08;Salsipuedes
7624;5;0;2;5;2.91;Salsipuedes
7625;165;0;;;31.58;Macumba
7626;-58;0;;;4.16;Salsipuedes
7627;-98;0;3;8;8.66;Salsipuedes
7628;865;0;;;13.16;Macumba
7629;-26;0;;;2.58;Salsipuedes
7630;217;0;2;8;5.41;Salsipuedes
7631;958;0;4;9;18.5;Macumba
7632;-106;1;3;9;14.16;Salsipuedes
7633;94;0;4;5;6.91;Salsipuedes
7634;-29;0;;;0.75;Losmochis
7635;-17;0;2;7;10;Salsipuedes
7636;1;0;3;7;9.75;Salsipuedes
7637;17;0;3;4;23.58;Salsipuedes
7638;483;0;2;9;4.41;Salsipuedes
7639;77;0;3;6;4.41;Losmochis
7640;-73;0;4;6;13.41;Macumba
7641;-29;0;4;4;18.08;Salsipuedes
7642;-85;1;5;7;4.91;Salsipuedes
7643;10;0;;;0.16;Salsipuedes
7644;-26;0;3;6;1.58;Macumba
7645;-81;0;6;3;17.75;Salsipuedes
7646;-50;0;6;8;7.75;Salsipuedes
7647;-42;0;7;3;8.91;Salsipuedes
7648;309;0;4;6;2.41;Losmochis
7649;-57;0;2;3;7.25;Salsipuedes
7650;-19;0;3;2;9.41;Salsipuedes
7651;-90;0;2;5;6.41;Salsipuedes
7652;-118;0;;;5.41;Salsipuedes
7653;-23;1;2;5;6.41;Salsipuedes
7654;-29;0;;;13.58;Salsipuedes
7655;-1;0;;;9.5;Macumba
7656;420;1;4;8;4;Salsipuedes
7657;-61;1;2;5;8.16;Salsipuedes
7658;-96;0;4;7;28.91;Salsipuedes
7659;419;0;4;9;11.33;Salsipuedes
7660;-1;0;4;3;4.83;Salsipuedes
7661;-66;1;6;5;20.16;Losmochis
7662;-153;0;3;6;7.16;Salsipuedes
7663;-20;0;;;0.5;Salsipuedes
7664;-120;0;3;9;6.25;Salsipuedes
7665;113;0;7;6;30.08;Salsipuedes
7666;-59;0;3;6;4;Losmochis
7667;249;0;6;8;17.08;Salsipuedes
7668;-41;0;2;5;1.5;Salsipuedes
7669;-44;0;7;4;6.66;Salsipuedes
7670;-130;0;4;4;3.91;Salsipuedes
7671;137;0;4;9;4.5;Salsipuedes
7672;160;0;3;4;14.58;Salsipuedes
7673;-76;0;3;9;21.66;Salsipuedes
7674;100;0;3;4;6.83;Salsipuedes
7675;-13;0;6;9;11.91;Salsipuedes
7676;-71;1;5;3;13.5;Salsipuedes
7677;60;0;3;5;2.25;Losmochis
7678;-14;0;3;6;19.16;Salsipuedes
7679;-2;0;2;7;7.58;Losmochis
7680;-51;0;4;9;5.16;Salsipuedes
7681;-104;0;3;6;1.58;Salsipuedes
7682;-64;0;7;1;23.16;Losmochis
7683;20;0;3;5;11.33;Salsipuedes
7684;-4;0;3;4;3.75;Salsipuedes
7685;29;1;;;14.25;Salsipuedes
7686;299;0;5;3;25.66;Salsipuedes
7687;28;0;;;0.33;Salsipuedes
7688;11;0;;;14.5;Salsipuedes
7689;-117;0;4;5;3.66;Salsipuedes
7690;-57;1;4;8;2.58;Salsipuedes
7691;-61;0;;2;3.91;Salsipuedes
7692;571;1;6;6;4.5;Salsipuedes
7693;-79;0;;;7.91;Salsipuedes
7694;-19;0;;;2.91;Salsipuedes
7695;100;0;3;9;7.5;Macumba
7696;-36;0;;;4.91;Salsipuedes
7697;250;0;;;28.5;Losmochis
7698;-90;1;5;5;8.25;Salsipuedes
7699;1379;0;4;9;9.5;Losmochis
7700;-95;0;1;1;16.75;Salsipuedes
7701;31;0;3;6;11.16;Salsipuedes
7702;-90;0;1;4;3.5;Salsipuedes
7703;50;0;2;7;10.25;Macumba
7704;1005;0;7;1;14.08;Salsipuedes
7705;233;0;6;3;16;Salsipuedes
7706;-4;0;3;;12.91;Salsipuedes
7707;212;1;4;6;9.33;Salsipuedes
7708;48;1;;;6.08;Salsipuedes
7709;-145;0;4;4;1.25;Losmochis
7710;-32;0;4;6;2.41;Macumba
7711;-73;0;;5;14.16;Salsipuedes
7712;154;1;5;9;3;Salsipuedes
7713;606;0;7;1;30.5;Losmochis
7714;-129;0;7;6;34.5;Salsipuedes
7715;2008;0;7;6;33.16;Salsipuedes
7716;150;0;6;5;22.08;Salsipuedes
7717;-67;0;4;;7.83;Salsipuedes
7718;1;0;3;6;2.25;Salsipuedes
7719;-52;0;;;29.25;Losmochis
7720;467;0;;;7.83;Salsipuedes
7721;-2;0;;;1.33;Salsipuedes
7722;-40;0;3;6;17.16;Salsipuedes
7723;-102;1;3;7;4.83;Salsipuedes
7724;138;0;4;4;14.66;Salsipuedes
7725;750;0;2;8;6.66;Salsipuedes
7726;-94;0;2;7;5.33;Salsipuedes
7727;-41;0;;;10;Salsipuedes
7728;-6;0;4;4;10.41;Salsipuedes
7729;-79;0;;;21.91;Salsipuedes
7730;11;0;;;2.83;Losmochis
7731;137;0;;;1.58;Salsipuedes
7732;309;0;4;3;25.5;Losmochis
7733;527;0;;;7.08;Salsipuedes
7734;-45;0;;;6.41;Salsipuedes
7735;-19;1;;;4.16;Salsipuedes
7736;65;0;5;6;13.83;Macumba
7737;-88;0;6;;6.66;Salsipuedes
7738;149;0;;1;11.66;Salsipuedes
7739;-137;0;3;2;22.83;Macumba
7740;435;0;4;6;6.58;Salsipuedes
7741;60;0;7;4;10.41;Salsipuedes
7742;-79;0;;;2.41;Salsipuedes
7743;-7;0;2;4;15;Salsipuedes
7744;-12;0;3;6;8.33;Salsipuedes
7745;65;0;3;3;6.66;Salsipuedes
7746;-43;0;2;7;14.41;Macumba
7747;-3;1;4;5;0.5;Salsipuedes
7748;38;0;5;4;28.66;Macumba
7749;739;0;7;3;8.41;Salsipuedes
7750;282;0;2;1;4.66;Salsipuedes
7751;-5;0;1;1;14.75;Macumba
7752;-29;0;3;6;1.66;Salsipuedes
7753;59;1;3;6;19.83;Salsipuedes
7754;59;0;4;6;5.83;Salsipuedes
7755;-48;0;6;6;22.08;Salsipuedes
7756;354;0;4;6;9.33;Salsipuedes
7757;-22;1;;;1.33;Salsipuedes
7758;15;0;;;3;Salsipuedes
7759;58;0;;;1.5;Losmochis
7760;-13;0;2;3;1.08;Macumba
7761;1168;0;7;3;4.91;Salsipuedes
7762;-46;0;4;9;30.08;Salsipuedes
7763;161;0;;;28.41;Salsipuedes
7764;-116;0;2;1;0.75;Macumba
7765;-39;0;3;4;14.83;Salsipuedes
7766;-91;0;;;1.58;Salsipuedes
7767;115;0;;;6.75;Macumba
7768;437;0;;;26.83;Salsipuedes
7769;40;0;4;4;29.41;Salsipuedes
7770;-5;0;5;3;12;Salsipuedes
7771;125;0;2;8;2.5;Losmochis
7772;-124;0;3;6;3.41;Macumba
7773;202;0;4;6;11.58;Losmochis
7774;-23;1;4;9;11.33;Salsipuedes
7775;10;0;5;4;17.25;Salsipuedes
7776;-22;1;3;6;8.5;Salsipuedes
7777;-67;0;;;29.41;Salsipuedes
7778;-48;0;7;8;10.83;Losmochis
7779;788;0;5;9;15.5;Salsipuedes
7780;-62;1;3;6;9.41;Salsipuedes
7781;-71;0;6;4;9.41;Salsipuedes
7782;19;0;3;8;16.33;Salsipuedes
7783;796;0;7;1;29.58;Salsipuedes
7784;276;0;3;3;9.08;Salsipuedes
7785;6;0;;;10.66;Salsipuedes
7786;48;1;;;7.16;Salsipuedes
7787;23;0;;;6.91;Salsipuedes
7788;428;0;6;5;11.16;Salsipuedes
7789;31;0;;;2.83;Salsipuedes
7790;144;0;4;7;5.75;Salsipuedes
7791;24;0;;;6.33;Salsipuedes
7792;-7;0;2;3;3.66;Macumba
7793;-51;0;1;3;2.75;Salsipuedes
7794;574;0;;;1.5;Salsipuedes
7795;-40;0;;;5.33;Salsipuedes
7796;21;0;3;6;17.5;Salsipuedes
7797;110;0;2;3;3.83;Salsipuedes
7798;453;0;4;4;2.75;Salsipuedes
7799;-173;0;;;8.75;Losmochis
7800;43;1;;;0.91;Salsipuedes
7801;-5;0;5;3;32.41;Salsipuedes
7802;-29;0;7;3;16.25;Salsipuedes
7803;-7;1;4;4;1;Salsipuedes
7804;-21;0;2;5;8.33;Salsipuedes
7805;150;0;3;4;5.58;Salsipuedes
7806;14;0;3;9;2.66;Salsipuedes
7807;175;0;5;4;10.75;Salsipuedes
7808;-53;0;;;4;Losmochis
7809;574;0;7;6;32.5;Salsipuedes
7810;375;1;2;9;9.66;Salsipuedes
7811;-74;1;;3;7;Salsipuedes
7812;-86;0;5;7;18.66;Salsipuedes
7813;-32;0;2;7;5.91;Salsipuedes
7814;2;1;3;2;5.08;Losmochis
7815;101;1;;;1.66;Salsipuedes
7816;23;0;;;19.91;Salsipuedes
7817;526;0;;;7.41;Salsipuedes
7818;609;0;7;6;25.41;Salsipuedes
7819;51;0;3;6;2.16;Salsipuedes
7820;444;0;3;9;7.33;Salsipuedes
7821;74;0;7;8;3;Salsipuedes
7822;121;0;3;8;13.25;Macumba
7823;210;0;;;7;Salsipuedes
7824;82;0;;;1.91;Salsipuedes
7825;480;0;5;5;25.25;Salsipuedes
7826;688;0;3;8;18.58;Salsipuedes
7827;122;0;2;7;3.5;Macumba
7828;-86;0;6;6;10.5;Salsipuedes
7829;-3;0;;;8.41;Salsipuedes
7830;-59;0;;;3.66;Macumba
7831;17;1;3;7;0.58;Salsipuedes
7832;-54;0;;;19.16;Salsipuedes
7833;24;0;5;6;1.08;Macumba
7834;-3;0;;;0.91;Losmochis
7835;94;1;2;6;24.83;Salsipuedes
7836;133;0;6;6;37.58;Macumba
7837;-6;0;;;24.83;Salsipuedes
7838;-158;0;4;7;21.08;Salsipuedes
7839;304;0;5;3;3.58;Salsipuedes
7840;405;0;4;9;12.83;Macumba
7841;377;0;3;9;6.16;Salsipuedes
7842;985;0;4;8;9.91;Salsipuedes
7843;-32;0;3;8;14.33;Salsipuedes
7844;233;0;;;15.91;Salsipuedes
7845;-38;0;4;6;11.91;Salsipuedes
7846;147;0;3;6;13.5;Salsipuedes
7847;738;0;;;7.41;Salsipuedes
7848;-99;0;2;7;6.33;Macumba
7849;437;0;5;6;18.08;Macumba
7850;273;0;2;6;10.91;Salsipuedes
7851;150;0;5;3;3.75;Salsipuedes
7852;388;0;4;6;12.66;Salsipuedes
7853;-18;0;;;5.33;Salsipuedes
7854;308;0;7;5;35.83;Macumba
7855;-67;0;;;1.58;Losmochis
7856;244;0;;;18.66;Salsipuedes
7857;926;0;2;3;7.25;Salsipuedes
7858;-26;0;4;6;3.75;Salsipuedes
7859;-30;0;1;1;17.08;Salsipuedes
7860;22;1;4;9;8.66;Salsipuedes
7861;-34;0;;;4.5;Salsipuedes
7862;-91;0;6;3;2.5;Salsipuedes
7863;164;0;7;7;12.5;Salsipuedes
7864;133;1;5;7;9;Salsipuedes
7865;1376;1;3;6;5.25;Salsipuedes
7866;61;0;6;5;29.91;Macumba
7867;-107;0;4;6;9.41;Salsipuedes
7868;-2;0;5;9;24.25;Salsipuedes
7869;219;0;;;19.41;Salsipuedes
7870;-131;0;3;6;6.58;Salsipuedes
7871;207;1;2;9;7.16;Salsipuedes
7872;-42;0;;;5.91;Macumba
7873;-46;0;;;6.5;Salsipuedes
7874;-26;0;1;5;4.66;Salsipuedes
7875;1044;0;7;9;21.58;Salsipuedes
7876;83;0;7;2;4.5;Salsipuedes
7877;105;0;3;8;6.41;Salsipuedes
7878;237;1;6;6;0.58;Salsipuedes
7879;-69;0;5;7;2.83;Macumba
7880;153;0;2;7;4.08;Salsipuedes
7881;-3;0;7;4;15;Salsipuedes
7882;-148;1;4;6;13.33;Salsipuedes
7883;349;1;3;4;13.25;Macumba
7884;-6;0;;5;0.41;Salsipuedes
7885;643;0;;;21.41;Salsipuedes
7886;15;0;2;7;7.33;Salsipuedes
7887;338;0;3;6;12.08;Salsipuedes
7888;-3;1;2;5;1.58;Salsipuedes
7889;20;0;5;3;4.16;Macumba
7890;71;0;;;6.41;Salsipuedes
7891;-17;1;2;7;8.66;Salsipuedes
7892;811;0;5;7;30;Salsipuedes
7893;140;0;3;3;11.25;Salsipuedes
7894;-37;0;5;4;1.5;Macumba
7895;694;0;5;9;21.58;Salsipuedes
7896;-50;1;;7;12;Salsipuedes
7897;-36;1;1;1;2.16;Salsipuedes
7898;11;0;7;3;35.66;Macumba
7899;240;0;6;9;13.66;Salsipuedes
7900;-21;0;2;7;4.91;Salsipuedes
7901;469;0;6;8;22.08;Salsipuedes
7902;1112;0;7;1;16.75;Salsipuedes
7903;488;0;4;4;19.16;Salsipuedes
7904;256;0;2;6;2.08;Macumba
7905;-1;1;1;;1.66;Salsipuedes
7906;-33;0;3;3;6.66;Salsipuedes
7907;-43;0;2;6;5.41;Salsipuedes
7908;-74;0;3;2;10.66;Salsipuedes
7909;159;0;5;4;16.41;Losmochis
7910;-31;0;4;8;10.41;Salsipuedes
7911;336;0;3;6;15.41;Salsipuedes
7912;-6;0;;;2.16;Macumba
7913;62;0;6;3;5.75;Salsipuedes
7914;-64;1;;;6.41;Salsipuedes
7915;-199;0;5;6;4.83;Losmochis
7916;584;0;7;4;10.91;Salsipuedes
7917;-26;0;4;8;5.16;Salsipuedes
7918;-194;0;4;9;9.58;Salsipuedes
7919;12;0;7;5;4.08;Losmochis
7920;290;0;;;11.66;Salsipuedes
7921;-78;0;;;34.33;Losmochis
7922;103;0;;;19.33;Salsipuedes
7923;-140;0;7;4;8.33;Macumba
7924;2006;0;3;9;8.91;Salsipuedes
7925;-63;0;;;13.75;Salsipuedes
7926;-81;0;6;1;4.91;Losmochis
7927;271;0;3;9;2.25;Salsipuedes
7928;20;0;;;11.41;Salsipuedes
7929;94;0;;;4.16;Salsipuedes
7930;174;0;;;0.58;Salsipuedes
7931;86;0;;;6.58;Salsipuedes
7932;-68;1;1;5;4.33;Salsipuedes
7933;44;1;2;5;3.66;Salsipuedes
7934;184;0;4;5;15.58;Salsipuedes
7935;373;0;6;6;23.5;Macumba
7936;144;0;;;4.75;Salsipuedes
7937;128;0;4;9;23.66;Salsipuedes
7938;-26;0;;;11.66;Salsipuedes
7939;274;0;5;6;27.58;Salsipuedes
7940;-30;0;;;2.91;Macumba
7941;646;0;;;7.5;Salsipuedes
7942;-87;1;3;5;13.83;Salsipuedes
7943;-2;0;;1;2.91;Salsipuedes
7944;-104;1;;;3.5;Salsipuedes
7945;143;0;3;8;7.5;Macumba
7946;106;0;2;3;1.33;Salsipuedes
7947;-1;0;7;5;11.33;Salsipuedes
7948;42;0;7;3;27.91;Salsipuedes
7949;0;0;;;3.41;Salsipuedes
7950;81;0;2;4;4.75;Salsipuedes
7951;0;0;;;7.41;Salsipuedes
7952;247;0;5;9;12.66;Salsipuedes
7953;-37;0;4;9;14.5;Salsipuedes
7954;42;0;4;7;18.66;Macumba
7955;191;0;6;5;18.5;Salsipuedes
7956;79;0;;;11.16;Salsipuedes
7957;317;0;2;8;7.58;Salsipuedes
7958;703;0;;;22.91;Salsipuedes
7959;165;1;5;8;6.75;Salsipuedes
7960;14;0;3;3;1.25;Salsipuedes
7961;163;1;4;6;6.33;Salsipuedes
7962;-43;0;1;2;7.91;Losmochis
7963;-19;1;;;6.33;Salsipuedes
7964;15;0;7;4;21.66;Losmochis
7965;251;0;4;8;6.08;Salsipuedes
7966;47;0;5;5;1.41;Salsipuedes
7967;-56;1;3;5;15.66;Salsipuedes
7968;468;0;4;9;2.5;Salsipuedes
7969;59;0;5;7;17.91;Salsipuedes
7970;14;0;4;9;4.5;Salsipuedes
7971;-64;0;3;2;4.08;Salsipuedes
7972;-87;0;4;3;16.16;Macumba
7973;-53;0;7;3;10.08;Salsipuedes
7974;348;0;7;1;3.66;Salsipuedes
7975;-11;0;3;6;3.66;Salsipuedes
7976;275;0;;;3.25;Salsipuedes
7977;64;0;7;6;4.5;Salsipuedes
7978;101;1;4;6;16.16;Salsipuedes
7979;287;0;;;10;Salsipuedes
7980;405;0;2;3;1.5;Salsipuedes
7981;76;0;3;7;12.16;Macumba
7982;11;0;;;5.58;Salsipuedes
7983;-57;0;6;1;15.25;Salsipuedes
7984;258;1;4;4;19;Macumba
7985;-16;0;2;6;5.33;Salsipuedes
7986;-21;0;;;4;Macumba
7987;1931;0;3;6;3.16;Salsipuedes
7988;-40;1;2;6;5.75;Salsipuedes
7989;-47;0;7;2;2.16;Macumba
7990;-35;0;;;1.58;Salsipuedes
7991;-23;0;3;5;2.83;Salsipuedes
7992;-84;0;;;2;Macumba
7993;32;0;7;3;17.33;Salsipuedes
7994;-9;0;3;5;6.16;Salsipuedes
7995;228;0;5;4;26.75;Losmochis
7996;-134;0;7;4;23.66;Losmochis
7997;-89;0;;;9.5;Salsipuedes
7998;-23;0;;;5.25;Salsipuedes
7999;-3;0;;;4;Salsipuedes
8000;1474;0;7;;27.91;Salsipuedes
8001;66;0;2;7;1.91;Losmochis
8002;357;0;6;8;0.83;Macumba
8003;166;0;4;7;5.66;Salsipuedes
8004;-36;0;4;6;0.66;Salsipuedes
8005;272;0;5;6;9.41;Salsipuedes
8006;187;0;7;7;27.08;Macumba
8007;55;1;5;9;7.16;Salsipuedes
8008;5;0;;;0.25;Salsipuedes
8009;218;1;4;9;21.41;Salsipuedes
8010;-34;0;;;3.16;Salsipuedes
8011;-55;0;;;0.33;Losmochis
8012;-30;0;3;2;4.5;Salsipuedes
8013;50;0;;;7.25;Salsipuedes
8014;277;1;6;3;0.25;Salsipuedes
8015;15;0;;;0.75;Salsipuedes
8016;64;0;4;9;11.58;Salsipuedes
8017;94;0;2;8;5.58;Salsipuedes
8018;-55;0;7;3;14;Salsipuedes
8019;135;0;3;7;8.41;Salsipuedes
8020;-82;0;3;1;0.66;Macumba
8021;-28;1;4;6;6.91;Salsipuedes
8022;-12;0;5;6;15;Macumba
8023;273;0;3;9;20.75;Salsipuedes
8024;-125;1;2;2;9.91;Salsipuedes
8025;-24;0;5;4;11;Salsipuedes
8026;400;0;7;1;21.08;Losmochis
8027;183;0;;;25.33;Salsipuedes
8028;-34;0;4;4;8.41;Salsipuedes
8029;297;1;4;6;12.66;Salsipuedes
8030;247;0;6;4;4.83;Salsipuedes
8031;-2;0;3;7;17.58;Macumba
8032;124;0;7;3;21.25;Salsipuedes
8033;514;0;7;6;6.41;Salsipuedes
8034;590;0;6;5;32.75;Salsipuedes
8035;107;0;4;6;10.83;Salsipuedes
8036;-29;0;1;3;0.75;Salsipuedes
8037;349;0;2;6;1.16;Salsipuedes
8038;136;0;;;3;Salsipuedes
8039;-23;0;;;7.58;Salsipuedes
8040;-11;1;;;6.16;Losmochis
8041;450;0;2;;7.41;Salsipuedes
8042;308;0;;;26.58;Salsipuedes
8043;635;0;3;9;4.33;Salsipuedes
8044;34;0;4;6;21.41;Salsipuedes
8045;7;1;;;2.66;Salsipuedes
8046;37;1;3;4;1.83;Salsipuedes
8047;362;0;3;8;4.91;Salsipuedes
8048;219;0;7;3;34.91;Salsipuedes
8049;31;1;2;8;4.41;Salsipuedes
8050;59;0;4;7;16.16;Salsipuedes
8051;-8;0;4;6;10.08;Salsipuedes
8052;-19;1;3;7;11.5;Salsipuedes
8053;-65;0;3;6;20.25;Macumba
8054;-105;1;;;7.5;Salsipuedes
8055;-71;0;;;5.33;Salsipuedes
8056;-40;0;3;6;6.91;Salsipuedes
8057;241;1;4;9;11.58;Salsipuedes
8058;-6;0;5;4;22.08;Salsipuedes
8059;-19;0;5;8;4.91;Salsipuedes
8060;-17;0;6;9;26.75;Salsipuedes
8061;-39;0;4;6;1.66;Salsipuedes
8062;-38;0;3;3;14.66;Salsipuedes
8063;42;0;5;6;18.58;Macumba
8064;546;0;3;6;2;Losmochis
8065;17;0;5;6;17.16;Salsipuedes
8066;-42;0;7;5;13.33;Losmochis
8067;-83;0;4;9;22.41;Salsipuedes
8068;-66;0;4;;8.66;Salsipuedes
8069;-14;0;;;11.5;Salsipuedes
8070;632;0;;;26.58;Salsipuedes
8071;35;0;7;6;22.16;Salsipuedes
8072;-51;0;;;22.33;Macumba
8073;531;1;5;1;10.75;Macumba
8074;135;0;;;8.5;Macumba
8075;-3;0;2;7;10;Salsipuedes
8076;172;0;;;9.16;Losmochis
8077;103;0;7;6;1.66;Salsipuedes
8078;45;0;3;7;9.66;Salsipuedes
8079;163;1;;;12.08;Salsipuedes
8080;374;0;;;15.5;Salsipuedes
8081;123;0;4;9;7.33;Salsipuedes
8082;609;0;5;9;5.5;Salsipuedes
8083;69;0;4;1;1.08;Losmochis
8084;1161;1;3;9;6.75;Salsipuedes
8085;17;0;5;5;13.66;Salsipuedes
8086;-3;0;7;3;2;Salsipuedes
8087;425;0;7;8;22.58;Salsipuedes
8088;-114;0;2;6;3.5;Salsipuedes
8089;-1;1;3;;7.58;Salsipuedes
8090;74;0;;;12.16;Salsipuedes
8091;-129;0;6;6;29.41;Salsipuedes
8092;105;0;3;9;3;Salsipuedes
8093;-139;0;7;6;35.66;Macumba
8094;-8;0;5;7;5.08;Macumba
8095;-65;0;7;6;18.66;Salsipuedes
8096;186;0;;;21.5;Losmochis
8097;-2;0;;;2.58;Salsipuedes
8098;-177;0;;;3.75;Salsipuedes
8099;-20;0;3;5;6.25;Salsipuedes
8100;-155;0;;;3.83;Macumba
8101;-49;1;;;20.91;Salsipuedes
8102;-8;0;;;1.5;Salsipuedes
8103;-8;0;3;6;3.83;Salsipuedes
8104;25;0;7;4;11.75;Losmochis
8105;129;0;;8;1.75;Salsipuedes
8106;-19;0;5;4;5.33;Losmochis
8107;-17;1;2;5;0.41;Losmochis
8108;-91;0;2;3;8.25;Salsipuedes
8109;-58;0;3;5;4.91;Macumba
8110;114;0;7;8;6.75;Salsipuedes
8111;47;0;3;1;6;Salsipuedes
8112;-86;0;1;1;5.66;Salsipuedes
8113;-189;0;6;4;21.75;Macumba
8114;-2;0;;;3.83;Losmochis
8115;18;0;7;7;15.5;Salsipuedes
8116;16;0;6;3;0.41;Macumba
8117;15;0;;;1.83;Salsipuedes
8118;36;0;2;3;1.66;Salsipuedes
8119;-31;0;6;6;15.25;Salsipuedes
8120;-52;0;6;5;15.91;Losmochis
8121;-5;0;6;4;9.08;Salsipuedes
8122;-95;0;6;7;23.75;Salsipuedes
8123;-65;0;6;3;18.25;Salsipuedes
8124;70;0;;;16.5;Salsipuedes
8125;-78;0;;;6.83;Salsipuedes
8126;-24;0;;;0.16;Salsipuedes
8127;-120;0;7;4;19.08;Salsipuedes
8128;-123;0;7;1;21.75;Salsipuedes
8129;-45;0;3;6;13.33;Salsipuedes
8130;312;0;3;9;11.08;Salsipuedes
8131;224;0;4;1;10.33;Macumba
8132;-30;0;3;6;4.16;Salsipuedes
8133;2;0;;;4.83;Salsipuedes
8134;-66;0;2;1;7.41;Salsipuedes
8135;-7;1;;;3.33;Salsipuedes
8136;176;0;4;6;13;Salsipuedes
8137;2;0;;;1.5;Losmochis
8138;222;1;2;6;8.58;Salsipuedes
8139;-16;0;2;3;1.41;Salsipuedes
8140;7;0;4;6;15.33;Salsipuedes
8141;-38;0;;;19.41;Macumba
8142;-27;0;5;7;14.66;Salsipuedes
8143;-72;0;6;8;4.5;Salsipuedes
8144;374;0;5;9;6.66;Salsipuedes
8145;-32;0;;;35.66;Macumba
8146;-11;0;;;6.83;Salsipuedes
8147;74;0;4;7;22.41;Salsipuedes
8148;-18;0;4;6;4.58;Salsipuedes
8149;364;0;3;6;13.5;Salsipuedes
8150;-31;0;4;7;22.58;Salsipuedes
8151;-25;0;3;9;3.33;Salsipuedes
8152;159;0;3;7;15.83;Salsipuedes
8153;-8;0;;;3.66;Salsipuedes
8154;-138;0;;;7.25;Salsipuedes
8155;-19;0;;;1.83;Salsipuedes
8156;-51;0;2;6;5.58;Salsipuedes
8157;-17;0;2;3;0.58;Salsipuedes
8158;-3;0;;;3.91;Salsipuedes
8159;1379;0;5;6;31.58;Losmochis
8160;-38;0;7;7;5.58;Salsipuedes
8161;162;0;5;9;7.5;Salsipuedes
8162;-104;0;4;6;14.83;Macumba
8163;106;0;3;7;7.91;Salsipuedes
8164;163;0;4;7;15.66;Salsipuedes
8165;743;0;;6;25.5;Salsipuedes
8166;47;1;3;6;1.16;Losmochis
8167;70;0;5;7;36;Salsipuedes
8168;19;0;2;;5.41;Macumba
8169;-25;0;2;3;5.16;Losmochis
8170;-128;0;3;9;5.5;Salsipuedes
8171;-19;0;;1;3.41;Macumba
8172;110;0;4;9;5.66;Salsipuedes
8173;-48;0;7;3;25.25;Salsipuedes
8174;11;0;4;8;13.08;Salsipuedes
8175;221;0;6;1;30.08;Salsipuedes
8176;-38;0;4;3;13.66;Macumba
8177;147;0;4;9;19.83;Salsipuedes
8178;-78;0;4;8;14.75;Salsipuedes
8179;83;0;2;5;9.25;Macumba
